"Crop Year","RM","Winter Wheat - bu/ac","Canola - bu/ac","Spring Wheat - bu/ac","Mustard - lbs/ac","Durum - bu/ac","Sunflowers - lbs/ac","Oats - bu/ac","Lentils - lbs/ac","Peas - bu/ac","Barley - bu/ac","Fall Rye - bu/ac","Canary Seed","Spring Rye - bu/ac","Tame Hay - tons/ac","Flax - bu/ac","Chick Peas - lbs/ac"
"2013","470","","47.1","57.1","","","","83.9","","41.3","70.6","32","","","","",""
"2013","471","","46.6","55.3","","","","64.8","","52.3","76.7","","","","","",""
"2013","472","","41.5","61.8","","","","108.2","","52.9","79.8","","","","","",""
"2013","486","","35.7","56.7","207","","","122.8","","38.2","71.9","","1246","","","26.9",""
"2013","487","42","37.2","45.1","","","","103.9","","47.5","69.5","40","1204","","","24.9",""
"2013","488","","25.3","44.9","","","","106.7","","22.7","58.6","","774","","","21.4",""
"2013","490","","26.2","39.3","","","","102.8","","39.0","43.5","","","","","25",""
"2013","491","","31.7","45.6","","","","99.1","","51.5","56.8","","","","","",""
"2013","493","","37","50","","","","133.5","","34.9","66.3","","","","","",""
"2013","494","","33.5","49.2","","","","106.2","","33.2","55.7","27.2","","","","",""
"2013","496","","39.1","58.5","","","","121.8","","37.9","63.9","","","","","",""
"2013","497","","39","55.6","","","","107.8","","40.4","57.1","","","","","",""
"2013","498","","35.3","62.3","","","","119.9","","46.1","71.6","","","","","",""
"2013","499","","38.1","55.4","","","","81.8","","49.9","63.4","","","","","",""
"2013","501","","39","55.5","","","","111.1","","59.6","81.7","","","","","",""
"2013","502","","42.5","55.4","","","","80.1","","39.7","64.1","","","","","36.5",""
"2013","520","","30","41.7","","","","95.6","","13.8","38.9","","","","","",""
"2013","555","","28.9","59.9","","","","81.4","","","54","","","","","",""
"2013","561","","34.8","56.2","","","","82.5","","31.4","65.9","","","","","",""
"2013","588","","38","56.6","","","","112.2","","51.0","70.2","","","","","",""
"2013","622","","42.2","67.5","","","","100.4","","56.8","63.7","","","","","",""
"2014","1","43.3","26.21","","476.02","","0","59.69","","36.8","52.08","39.23","","0","0","18.23",""
"2014","2","41.62","28.73","","553.35","30.31","0","73.99","504.85","23.0","39.65","42.91","","0","0","18.23",""
"2014","3","36.3","36.44","37.41","500","38.91","0","51.01","644","30.7","70.06","27.95","1500","0","0","17.82","900"
"2014","4","28.21","32.7","43.42","1191.58","41.34","0","53.66","","32.6","68.15","20.31","1038.37","0","0","20.16",""
"2014","5","17.86","31.02","35.57","994.27","34.55","0","82.5","","35.4","72.35","","798.07","0","0","17.79",""
"2014","6","28.55","35.04","38","1068.47","48.76","0","91.3","1639.67","29.5","70.27","","","0","0","27.26",""
"2014","7","47.47","37.37","51.91","665.11","44.59","0","52.01","1776.15","40.7","29.85","","","0","0","25.74",""
"2014","8","28.65","30.49","23.48","1065.92","34.38","0","92.87","1440.97","38.1","49.51","","","0","0","19.84",""
"2014","9","35.11","35.71","28.8","720.76","36.17","0","39.39","1593.65","37.1","","42.01","","0","0","21.32",""
"2014","10","29.22","30.45","24.89","800","21.84","0","","1320.12","27.6","40.17","","","0","0","18.07","1650"
"2014","11","","32.52","35.94","899.48","33.14","0","","1581.47","28.2","39.22","","","0","0","16.65",""
"2014","12","42.91","33.33","45.05","752.38","35.71","0","","1528.66","30.3","37.46","50","","0","0","21.13","2100"
"2014","17","41.23","","35.32","1094.11","43.02","0","","1875.29","38.6","49.77","","1250.01","0","0","27.8","2220"
"2014","18","56.77","","29.16","1166.03","34.39","0","","1724","37.3","54.75","","","0","0","27.32",""
"2014","19","31.01","30.98","27.78","1203.02","35.27","0","50.38","1476.81","31.4","25.61","","","0","0","",""
"2014","31","34.57","23.88","34.87","","","0","61.99","","11.3","44.89","39.29","","0","0","10.24",""
"2014","32","32.74","24.8","29.11","749.56","","0","74.77","","22.5","40.3","","","0","0","16.4",""
"2014","33","42.84","31.84","38.23","760.39","24.92","0","79.62","822.35","35.1","37.94","34.86","1261.03","0","0","22.51",""
"2014","34","43.99","31.44","33.65","974.65","43.68","0","60.54","1411.38","31.8","53.28","38.91","720.02","0","0","21.01",""
"2014","35","32.75","31.75","32.24","731.38","21.88","0","27.17","778.33","33.6","33.22","","","0","0","18.93",""
"2014","36","55.13","26.72","30.16","841.76","30.19","0","23.41","652.52","38.7","34.84","","","0","0","16.3",""
"2014","37","48.82","30.16","31.98","","39.57","0","43.8","1566.69","33.7","44.69","42.56","","0","0","22.52",""
"2014","38","37.55","32.46","35.69","1010","41.65","0","47.64","1546.31","29.3","37.06","26.5","","0","0","22.3","1200"
"2014","39","45.42","40.45","37.12","817.79","43.59","0","","1757.36","34.9","40.89","","","0","0","26.49",""
"2014","40","21.19","35.12","31.87","597.22","30.13","0","51.64","1324.68","29.3","38.38","39.49","","0","0","20",""
"2014","42","43.72","35.43","35.61","850.49","38.01","0","51.55","1515.04","32.7","48.46","","","0","0","21.59","1500"
"2014","43","35","25.92","28.36","1017.06","31.3","0","49.67","1261.53","32.6","42.74","32.5","","0","0","21.66","1800"
"2014","44","","22.44","25.83","499.29","26.25","0","34.18","1015.63","20.3","32.82","","","0","0","19.81",""
"2014","45","39.71","","24.04","903.52","31.41","0","49.15","1306.59","28.3","42.85","38.91","","0","0","16",""
"2014","46","37.99","","32.46","737.52","35.33","0","44.71","","28.8","33.81","","716.5","0","0","16",""
"2014","49","55.74","28.75","38.58","924.85","43.75","0","","1120.61","39.3","51.42","","","0","0","33.33",""
"2014","51","31.5","20.6","33.95","835.95","30.19","0","71.13","1070.63","27.9","47.06","30","816.32","0","0","19.5","1500"
"2014","61","31.11","22.25","31.14","399.03","","0","72.83","","11.5","40.43","30.88","509.26","0","0","9.9",""
"2014","63","82.2","28.74","35.12","","","0","76.09","1353.62","36.7","46.89","","514.55","0","0","19.03",""
"2014","64","38.58","37.1","39.96","","33.77","0","70.92","1119.94","37.5","66.09","25","961.21","0","0","25.93",""
"2014","65","26.68","23.58","33.17","","21.57","0","60.75","","17.8","34.72","17.79","1049.39","0","0","20.77",""
"2014","66","25.42","26.62","29.98","543.88","27.13","0","95.95","545.03","21.4","39.45","","752.65","0","0","17.81",""
"2014","67","57.18","32.61","40.25","832.3","37.06","0","86.2","1448","39.7","56.75","31.48","1402.13","0","0","20.92",""
"2014","68","48.84","31.46","27.92","849.93","36.51","0","39.29","1344.24","28.9","91.45","","","0","0","25.45",""
"2014","69","43.32","27.82","19.75","675.5","29.38","0","24.57","817.47","23.3","22.51","","610.67","0","0","18.58",""
"2014","70","","30.21","26.2","851.63","28.2","0","68.41","1181.6","27.7","25.08","","882.48","0","0","16.57",""
"2014","71","40.91","30.47","30.96","1038.7","31.07","0","70.99","1567.74","30.8","28.38","","1245.6","0","0","26.58",""
"2014","72","65.66","35.71","38.46","738.47","40.82","0","111.98","1476.16","36.9","46.62","","","0","0","28.88",""
"2014","73","40.9","38.77","33.37","749.62","36.13","0","49.2","1173.77","31.5","25.32","26.89","749.56","0","0","20.4",""
"2014","74","43.33","26.87","36.21","806.17","35.79","0","40.01","1252.41","34.2","44.46","","1624.79","0","0","23.84",""
"2014","75","25.62","29.74","30.54","600.77","33.89","0","70","1331.74","32.4","31.05","32","","0","0","18.29","900"
"2014","76","40.28","33.5","42.8","896.41","36.85","0","32.76","1348.99","34.1","50.87","30","1250","0","0","19.19","1200"
"2014","77","","31.45","36.73","781.73","38.64","0","38","1522.27","32.4","75","","","0","0","20.78",""
"2014","78","30.13","27.37","26.39","586.63","40.35","0","","1601.88","32.3","52.04","","","0","0","",""
"2014","79","36.67","29.39","31.4","713.94","40.07","0","57.09","1327.57","27.1","43.41","","","0","0","",""
"2014","91","20.34","27.95","27.87","","","0","73.01","","18.6","31.72","","753.97","0","0","15.98",""
"2014","92","16.46","25.4","38.42","","","0","67.8","","21.8","47.34","36","731.93","0","0","13.63",""
"2014","93","52.32","28.3","37.97","","","0","69.81","","","39.33","","","0","0","20.29",""
"2014","94","33.37","29.99","34.92","","","0","72.67","","36.0","47.49","","","0","0","14.36",""
"2014","95","34.86","29.39","36.82","","46.3","0","69.29","626.11","29.3","57.21","29.45","899.48","0","0","20.35",""
"2014","96","49.58","29.37","37.38","1021.97","46.76","0","41.41","842.68","18.9","30.72","26.41","1000.89","0","0","21.84",""
"2014","97","54.66","32.25","34.95","","41.39","0","78.96","850.11","32.2","39.5","","1035.51","0","0","23.53",""
"2014","98","","40.94","51.89","","53.47","0","51.55","1261.33","35.4","63.93","","1479.33","0","0","24.42",""
"2014","99","54.01","45.08","32.2","512.84","49.57","0","83.84","1374.82","24.3","31.91","","1407.95","0","0","18.38",""
"2014","100","70.29","35.07","21.71","756.4","38.07","0","72.75","1116.17","27.5","25.58","","","0","0","20.87",""
"2014","101","47.26","29.03","25.09","700","33.77","0","38.72","993.5","25.4","41.55","","","0","0","18.34",""
"2014","102","52.08","42.17","30.76","685.29","38.82","0","67.11","1221.95","30.3","74.96","","","0","0","20.81",""
"2014","103","47.77","41.15","39.49","863.34","47.25","0","","1709.33","34.7","62.07","","","0","0","25.86","1890"
"2014","104","57.83","29.69","34.7","1071.47","37.4","0","","1715.53","34.0","40.17","","","0","0","22.46",""
"2014","105","60","28.54","27.93","836.93","34.26","0","60","1331.04","30.0","40.14","","1263.58","0","0","21.99","1242"
"2014","106","55.63","28.97","27.76","625.22","32.39","0","24.32","1146.61","28.9","54.64","","1342.6","0","0","17.92","1350"
"2014","107","","26.19","37.72","925.62","37.64","0","57.51","1332.54","37.7","55.77","","","0","0","26.55",""
"2014","108","48.21","36.28","33.6","1015.46","39.37","0","90","1609.79","36.4","46.33","","","0","0","24.95",""
"2014","109","","35.72","38.86","","39.5","0","","1504.49","40.3","57.93","","","0","0","33.07",""
"2014","110","40","29.84","36.79","","39.97","0","56.66","1512.14","38.6","54.44","40","","0","0","",""
"2014","111","18.59","34.36","43.5","","42.52","0","48.18","1481.54","34.9","54.38","37.7","","0","0","",""
"2014","121","50.96","28.66","44.26","","","0","58.73","","10.3","61.78","","","0","0","17.83",""
"2014","122","45.89","28.07","39.78","612.88","","0","63.55","","23.5","46.64","35","","0","0","19.95",""
"2014","123","52.22","28.1","39.73","458.69","","0","62.08","","25.7","47.46","40","","0","0","18.87",""
"2014","124","41.65","29.64","35.8","800","34.27","0","63.14","1000","26.4","49.91","35","641.54","0","0","20.26",""
"2014","125","47.95","30.6","39.71","","42.25","0","68.03","1500","24.9","54.99","30.55","1124.34","0","0","23.28",""
"2014","126","61.99","32.29","38.27","473.77","43.04","0","52.14","1096.94","22.1","48.24","22.05","1136.47","0","0","23.14",""
"2014","127","46.97","32.56","41.1","879.19","36.46","0","60.97","1054.48","20.0","56.3","58.5","1131.22","0","0","20","1200"
"2014","128","58.15","41.7","31.9","788.68","49.26","0","96.81","966.24","22.1","75.21","","1254.94","0","0","22.05",""
"2014","129","49.52","36.31","32.7","","41.63","0","69.23","986.66","37.1","61.86","","1199.74","0","0","20.64",""
"2014","130","44.63","28.09","31.58","762.79","39.28","0","33.26","891.03","15.0","38.81","","890.82","0","0","19.97",""
"2014","131","38.59","35.61","40.56","","40.63","0","43.71","680.89","22.6","64.43","45","1057.76","0","0","22.71",""
"2014","132","","37.84","32.25","","39.77","0","58.64","913.36","20.1","44.63","","","0","0","26.4",""
"2014","133","","39.86","30.84","943.68","38.46","0","80.01","1710.91","43.0","64.99","","","0","0","22.68",""
"2014","134","","32.51","29.54","1123.43","34.63","0","","1593.72","35.3","43.39","17.52","","0","0","16.59",""
"2014","135","36.96","30.62","33.84","1080.25","35.49","0","33.6","1268.14","23.8","49.45","","","0","0","22.81",""
"2014","136","","35.17","31.59","996.57","34.26","0","","998.81","24.4","37.8","","","0","0","21.53",""
"2014","137","","40.4","37.09","818.56","37.59","0","50.21","1534.32","37.3","63.12","","","0","0","25.19",""
"2014","138","55","45.38","40.59","1306.84","46.81","0","66.88","1770.11","50.5","78.01","51.8","","0","0","25.54",""
"2014","139","","34.1","37.9","1299.98","36.02","0","80.01","1327.1","33.3","66.66","32.89","","0","0","32.12",""
"2014","141","32.78","32.56","32.06","971.84","32.56","0","","1379.18","29.3","49.45","27.11","","0","0","",""
"2014","142","35.49","33.12","38.29","1026.45","35.4","0","","1663.89","37.8","45.7","","575.4","0","0","17.05",""
"2014","151","38.26","28.71","42.37","","30","0","70.99","","","43.33","28.32","","0","0","17.74",""
"2014","152","","29.49","39.83","","","0","88.85","","27.8","59.28","","","0","0","21.36",""
"2014","153","48.64","25.69","29.08","467.38","","0","67.19","","","39.45","","","0","0","18.53",""
"2014","154","39.8","31.47","38.19","745.37","","0","68.98","1326.11","20.5","51.35","40","","0","0","23.11",""
"2014","155","49.52","30.84","40.22","440.92","44.77","0","67.08","857.37","18.7","66.45","45","1250.01","0","0","26.04",""
"2014","156","45.5","36.5","45.57","","42.18","0","57.47","815.7","18.7","42.39","22.81","1461.65","0","0","25.76",""
"2014","157","50.72","30","35.25","667.64","38.59","0","62.84","763.44","18.0","56.43","6.69","933.53","0","0","22.9",""
"2014","158","","28.48","28.79","675.49","34.34","0","48.37","553.05","21.3","47.87","","799.76","0","0","22.7",""
"2014","159","53.82","32.07","30.64","","44.13","0","67.13","792.84","25.1","32.84","","906.02","0","0","18.65",""
"2014","160","55.44","41.66","36.57","","43.76","0","89.42","881.12","25.0","49.73","","1380.08","0","0","22.38",""
"2014","161","","42.36","39.21","","45.16","0","83.58","814.45","18.2","47.61","","860.45","0","0","30.01",""
"2014","162","","47.83","34.84","979.17","43.09","0","87.17","1197.18","43.8","58","","","0","0","17.4",""
"2014","163","","36.56","38.98","753.97","46.07","0","63.22","1707","23.8","","","","0","0","21.22",""
"2014","164","","35.12","27.54","526.9","36.16","0","36.96","1505.86","24.4","13.65","11.89","","0","0","18.57",""
"2014","165","","32.48","31.46","883.16","41.17","0","53.69","1430.35","30.3","45.26","","","0","0","22.92",""
"2014","166","","36.25","36.2","1025.22","36.42","0","52.62","1466.85","37.3","51.82","","","0","0","25.25",""
"2014","167","","40","29.53","","40.63","0","54.23","1577.64","36.8","59.93","","548.95","0","0","24.76",""
"2014","168","39.75","41.15","29.22","1020.22","37.69","0","72.81","1661.59","33.9","53.88","22.44","1105.62","0","0","24.47",""
"2014","169","","49.75","39.1","782.76","40.99","0","","1855.84","33.3","56.22","","1535.28","0","0","27.99",""
"2014","171","","30.49","36.24","830.95","36.66","0","29.26","1581.45","32.5","49.25","41.66","1141.58","0","0","25",""
"2014","181","37.92","32.49","45.81","","","0","78.95","","36.0","46.07","","","0","0","21.33",""
"2014","183","44.25","29.1","42.82","529.1","","0","68.72","","28.1","51.73","35","","0","0","19.84",""
"2014","184","","26.02","33.33","747.18","","0","65.2","747.36","21.4","47.23","","","0","0","17.01",""
"2014","185","22.88","22.51","30.79","650.36","36.48","0","65.89","","18.2","42.24","","","0","0","19.64",""
"2014","186","","24.57","35.34","511.47","29.63","0","73.7","1042.78","18.5","43.22","","976.64","0","0","19.25",""
"2014","187","50.01","38.13","46.24","","39.43","0","105.84","765.07","25.9","66.47","","1366.98","0","0","23.93",""
"2014","189","","28.55","37.48","","36.73","0","23.28","693.78","20.3","54.53","24.61","865.82","0","0","22.96",""
"2014","190","","24.93","25.55","514.36","22.75","0","46.9","601.02","24.1","39.76","","599.65","0","0","16.04",""
"2014","191","","31.82","40.96","","39.83","0","94.34","833.67","15.7","44.35","","","0","0","20.21",""
"2014","193","38","32.67","38.58","662.35","38.49","0","47.5","1016.63","23.8","38.75","45","","0","0","18.67",""
"2014","194","46","32.8","31.09","655.07","37.42","0","62.51","1414.27","26.1","21.71","","925.49","0","0","20.6",""
"2014","211","52.5","26.97","47.78","1049.74","","0","79.46","","34.3","53.86","45","","0","0","25.45",""
"2014","213","25.95","28.87","34.6","","","0","66.68","","22.9","45.99","","","0","0","15.78",""
"2014","214","28.01","27.04","30.31","","","0","58.63","282.04","27.0","44.05","","","0","0","12.97",""
"2014","215","38.62","22.84","33.58","","","0","61.13","","16.7","40.25","","","0","0","17.59",""
"2014","216","","28.56","34.63","","","0","67.34","","18.4","39.2","","","0","0","18.62",""
"2014","217","45.01","26.84","41.42","","46.52","0","68.03","871.28","21.0","40","","612.88","0","0","17.55",""
"2014","218","40.12","29.46","32.96","","34.64","0","41.82","874.79","26.5","38.89","","458.56","0","0","21.93",""
"2014","219","42.7","28.27","33.57","726.39","31.13","0","72.77","979.93","21.1","32.02","30","588.63","0","0","19.09",""
"2014","220","30.68","24.52","29.28","","34.6","0","61.68","866.68","16.8","39.53","","","0","0","15.33",""
"2014","221","37.41","26.92","31.78","","33.58","0","53.63","711.89","18.9","39.74","","","0","0","20.54",""
"2014","222","45.99","32.6","39.33","514.08","35.61","0","38.52","1177.45","28.3","36.23","","","0","0","15.71",""
"2014","223","","30.91","38.24","","33.1","0","26.84","1199.93","32.5","46","","545.06","0","0","22.02",""
"2014","224","","24.23","33.22","470.78","38.73","0","","1451.7","21.9","32.93","","","0","0","28.26",""
"2014","225","","35.47","34.27","","32.84","0","","1519.11","21.7","26.32","","","0","0","17.84",""
"2014","226","55.32","41.99","29.8","911.36","39.43","0","46.5","1584.64","25.2","42.64","","1000.89","0","0","26.19",""
"2014","228","","44.18","45.64","","42.64","0","58.03","1741.28","33.9","41.42","","948.67","0","0","26.92",""
"2014","229","","41.33","41.25","626.81","42.57","0","84.43","1800.36","39.1","50.95","20.9","1391.1","0","0","24.41",""
"2014","230","","32.91","36.12","1400.36","45.95","0","38.91","1978.53","34.7","75.33","36.81","1145.95","0","0","25.75",""
"2014","231","38.54","36.96","40.71","922.91","41.52","0","80.01","1803.52","31.5","61.99","37.1","1147.1","0","0","25.84","1831"
"2014","232","46.09","37.16","35.18","1065.62","31.13","0","","1821.47","31.9","54.19","43.44","736.34","0","0","",""
"2014","241","45","27.02","39.61","1200","40","0","84.2","1300","19.1","35.57","30","1400","0","0","22.32","1200"
"2014","243","39.57","37.28","51.65","","","0","68.27","","29.8","45.96","","","0","0","17.08",""
"2014","244","","31.5","40.97","","","0","69.39","","27.4","42.09","","","0","0","17.72",""
"2014","245","42.12","24.81","33.17","","","0","50.96","","29.4","36.2","","317.46","0","0","19.59",""
"2014","246","","24.55","32.98","361.55","33.99","0","74.4","","22.7","38.27","","308.73","0","0","19.44",""
"2014","247","","26.99","34.54","","29.95","0","69.63","474.79","23.6","45.34","","412.26","0","0","21.72",""
"2014","248","","24.66","33.43","","37.4","0","59.79","","23.6","33.56","","626.11","0","0","19.6",""
"2014","250","38.62","27.06","30.5","","35.63","0","38.91","862.84","23.6","38.27","","","0","0","13.18",""
"2014","251","28.59","21.67","34.59","","31.17","0","84.17","587.18","10.2","31.18","","","0","0","17.42",""
"2014","252","44","28.15","33.76","503.31","37.51","0","","1279.84","22.3","43.55","","","0","0","18.82",""
"2014","253","","26.47","31.37","701.45","32.2","0","98.3","1279.62","26.3","55.83","","","0","0","18.02",""
"2014","254","","31.21","38.26","","41.83","0","","1348.83","31.3","41.46","","1953.28","0","0","29.45",""
"2014","255","","37.88","35.7","564.16","35.62","0","59.57","1466.56","37.8","46.42","","","0","0","20.26",""
"2014","256","","28.26","30.62","672.46","31.89","0","59.18","1242.48","32.8","29.98","","","0","0","29.09",""
"2014","257","","42.28","42.25","","46.59","0","41.11","1458.08","34.8","61.49","","1093.5","0","0","26.57",""
"2014","259","33.8","41.7","42.7","1176.46","47.88","0","53.54","1933.09","44.1","42.85","","1017.06","0","0","27.56",""
"2014","260","","45.38","36.05","689.04","50.01","0","","1771.42","44.5","82.44","","670.33","0","0","34.21",""
"2014","261","","35.28","40.63","973","42.64","0","24.51","1960.85","38.0","68.68","","1157.32","0","0","23.49",""
"2014","271","","38.46","49.07","","","0","110.32","","52.3","65.45","","","0","0","25.77",""
"2014","273","34.1","31.72","45.2","240.3","","0","88.92","","30.9","50.5","40","800.22","0","0","21.93",""
"2014","274","43.61","29.52","46.81","","","0","87.57","","44.6","54.61","19.33","","0","0","12.56",""
"2014","275","34.88","23.96","37.1","","","0","73.65","","20.6","46.75","13.5","784.84","0","0","16.53",""
"2014","276","","26","37.59","641.54","","0","80.53","","19.6","48.12","","671.17","0","0","23.43",""
"2014","277","38.34","27.73","36.38","498.24","","0","73.01","1323.11","22.1","39.68","","","0","0","16.34",""
"2014","279","","","","","","0","","","","","","","0","0","",""
"2014","280","33.99","26.77","33.51","","18.45","0","105.04","1521.17","27.9","49.19","","","0","0","19.96",""
"2014","281","34.58","19.14","30.15","","37.04","0","88.35","903.89","","32.15","","","0","0","10.89",""
"2014","282","39.02","27.07","35.12","514.98","37.83","0","57.99","1437.97","38.1","49.5","","361.55","0","0","25.09",""
"2014","283","","33.64","40.98","685.63","43.97","0","106.92","1153.33","22.4","50","","650.4","0","0","24.62",""
"2014","284","","33.22","35.51","941.99","50.67","0","57.71","1238.54","31.2","49.37","","","0","0","26.52",""
"2014","285","46.88","32.61","29.82","987.97","35.68","0","108.32","1381.71","31.3","47.14","35","1178","0","0","23.49",""
"2014","286","","37.63","37.78","352.4","36.58","0","","1442.55","33.7","44.94","","590.89","0","0","22.05",""
"2014","287","22.45","32.4","37.41","1053.26","43.27","0","","1390.8","35.4","57.78","","1177.46","0","0","24.72",""
"2014","288","36.5","34.49","35.28","956.35","39.64","0","55.43","1373.99","39.5","61.32","30","1273.23","0","0","24.13","1000"
"2014","290","","42.78","39.95","889.3","42.54","0","23.99","1871.75","39.3","55.43","","1033.61","0","0","30.12",""
"2014","292","","35.19","34.26","1020.73","40.2","0","50","2128.95","46.2","49.38","","1162.92","0","0","25.47",""
"2014","301","","24.96","44.73","","","0","85.18","","36.7","35.6","","","0","0","8.82",""
"2014","303","","36.88","53.01","","","0","57.21","","21.0","71.44","","1000.89","0","0","",""
"2014","304","","31.55","46.26","","","0","99.01","","18.9","62.82","","1704.16","0","0","29.45",""
"2014","305","","27.77","36.07","","","0","91.24","","21.5","56.56","","1296.3","0","0","19.64",""
"2014","307","30","23.71","37.45","429.9","","0","72.67","1084.66","21.9","45.29","39.3","","0","0","23.45",""
"2014","308","31.68","29.67","36.84","","","0","96.39","1309.53","24.7","49.37","","","0","0","20.12",""
"2014","309","31.21","32.77","46.8","136.69","","0","83.03","","22.9","51.91","","","0","0","29.09",""
"2014","310","39.72","32.27","42.06","381.4","","0","123.46","893.12","24.1","52.34","33.15","","0","0","21.14",""
"2014","312","42.37","27.69","35.94","","34.83","0","66.25","972.23","31.2","49.23","","1214.73","0","0","22.03",""
"2014","313","","28.98","38.51","","37.71","0","65","","23.6","50.75","","899.48","0","0","24.28",""
"2014","314","","35.44","39.31","","34.14","0","76.93","1895.96","43.4","52.33","","","0","0","22.56",""
"2014","315","","46.09","47.79","","45.71","0","48.64","1586.04","41.0","62.79","31.48","862","0","0","32.75",""
"2014","316","","40.45","46.89","643.74","47.52","0","48.32","1330.41","25.0","46.02","","","0","0","28.66",""
"2014","317","","32.12","33.46","1000","39.8","0","80.01","875.83","27.8","61.8","25","","0","0","30.31",""
"2014","318","","29.69","25.75","574.8","29.07","0","67.45","661.15","20.4","44.88","35","811.82","0","0","17.94",""
"2014","319","","35.42","35.92","570.11","31.18","0","51.1","1226.53","29.3","54.17","","923.72","0","0","27.05",""
"2014","320","","34.81","34.25","1253.18","47.58","0","","1808.96","38.0","55.27","","1312.4","0","0","25.82","1980"
"2014","321","","34.06","41.67","","40.13","0","28.08","1628.85","39.0","48.32","","524.69","0","0","23.58",""
"2014","322","","32.34","37.69","535.87","36.63","0","60.55","2139.17","43.0","50.26","","","0","0","",""
"2014","331","","30.37","45.94","","","0","74.18","","24.0","66.06","","","0","0","",""
"2014","333","","39.25","59.42","","","0","123.65","","29.3","72.1","","","0","0","",""
"2014","334","27.41","35.32","51.04","","","0","120.06","","30.8","69.66","","","0","0","20.16",""
"2014","335","","26.85","39.41","","","0","84.02","","28.9","55.42","","1016.32","0","0","21.14",""
"2014","336","","35.67","38.63","","","0","100","","21.1","53.66","","1243.35","0","0","16.51",""
"2014","337","36.94","29.99","40.23","","","0","110.12","398.1","27.8","54.22","","1179.46","0","0","23.22",""
"2014","338","","36.57","48.85","","","0","123.87","","27.6","59.7","","1362","0","0","28.31",""
"2014","339","35","25.65","40.64","700","20.05","0","78.74","1260","21.9","51.56","34","1165.96","0","0","19.9",""
"2014","340","24.47","24.44","36.44","791.45","","0","74.33","436.51","26.5","39.43","","981.05","0","0","23.1",""
"2014","341","","28.4","34.92","392.42","","0","76.8","","23.7","40.5","","","0","0","18.23",""
"2014","342","","32.76","42.46","396.83","37.15","0","92.08","853.93","27.5","51.33","","749.56","0","0","24.78",""
"2014","343","42.88","33.33","45.29","757.44","34.6","0","97.56","1538.19","29.1","64.41","34.89","","0","0","29.47",""
"2014","344","","33.15","38.72","600","40.41","0","83.9","1242.55","33.4","56.14","32.84","","0","0","20.67",""
"2014","345","","39.75","46.04","","","0","87.76","1703.65","39.6","66.8","","","0","0","20.31",""
"2014","346","","38.48","48.86","","40.59","0","74.57","1257.28","37.3","75.98","","","0","0","24.92",""
"2014","347","","37.46","44.29","1500","38.89","0","43.99","1341.33","35.3","48.59","20.18","","0","0","29.3",""
"2014","349","","39.04","42.69","776.29","","0","76.41","864.28","27.4","47.57","","","0","0","25.83",""
"2014","350","","36.24","43.6","848.98","34.35","0","","822.45","32.8","52.35","","501.76","0","0","18.37",""
"2014","351","","34.17","36.7","1500","39.46","0","","","33.8","50.42","","","0","0","29.77",""
"2014","352","","33.62","36.52","1250","30.31","0","62.49","2072.47","36.2","52.19","25","1084","0","0","26.81",""
"2014","366","","31.76","40.01","","","0","98.07","","28.6","55.37","","643.74","0","0","21.69",""
"2014","367","","30.07","44.9","","","0","103.71","","16.4","57.65","","1485.2","0","0","15.59",""
"2014","368","","31.58","49.88","414.46","","0","111.88","","17.7","58.4","","1333.34","0","0","22.5",""
"2014","369","","33.35","46.74","","","0","107.93","","26.9","65.21","","1613.64","0","0","22.91",""
"2014","370","30","31.29","37.96","490.74","48.6","0","96.78","","29.0","58.69","","1155.21","0","0","28.62",""
"2014","371","","30.18","36.15","","45.58","0","79.36","1139.65","19.7","62.88","","321.61","0","0","19.71",""
"2014","372","","29.28","33.1","800","41.49","0","86.12","912.31","29.8","50.02","","1450.42","0","0","25.21",""
"2014","373","","33.48","41.34","","","0","124.14","854.31","16.1","50.92","","","0","0","20.93",""
"2014","376","","33.95","37.54","674.61","36.12","0","86.46","985.68","36.7","70.83","","","0","0","26.07",""
"2014","377","","42.52","44.46","","","0","64.36","1570.2","41.3","53.06","","","0","0","38.97",""
"2014","378","","33.57","42.5","1049.39","","0","36.8","1565.55","35.8","47.73","","","0","0","27.58",""
"2014","379","","36.44","47.01","1000.44","56.86","0","56.86","1126.84","38.7","64.06","","1499.13","0","0","28.03",""
"2014","380","","36.83","45.78","","","0","","809.09","37.1","73.26","","","0","0","38.54",""
"2014","381","","31.42","40.08","595.64","41.51","0","73.31","","29.7","53.58","","","0","0","25.97",""
"2014","382","","30.7","32.49","1200","","0","50.21","1753.18","28.6","43.56","","1400","0","0","24.15",""
"2014","394","","35.53","57.58","","","0","101.02","","","37.91","","","0","0","22.99",""
"2014","395","","35.28","50.53","","","0","98.72","","31.8","69.32","","1276.46","0","0","26.85",""
"2014","397","","30.82","44.2","","","0","90.59","","23.2","55","","1036.82","0","0","16.69",""
"2014","398","","29.43","43.1","","","0","106.8","","23.3","58.1","","1750.45","0","0","16.68",""
"2014","399","","35.25","49.12","543.61","","0","99.64","","25.7","60.24","34.29","1197.1","0","0","13.95",""
"2014","400","","29.1","41.25","","56.99","0","103.89","","22.5","57.78","26.49","","0","0","20.81",""
"2014","401","","31.18","39.49","","55.48","0","85.7","1320.56","31.1","70.8","","473.99","0","0","26.99",""
